class_,condition,rep,lib,barcode,batch,nCounts,mito_pct, Immgen_type,sub_type,x,y,cell_id
MoMacDC,healthy,Healthy 1,h_1_1,bc0004,round1_20151128,12499,2.728,MF_Lu,Mac4,1299.30882847,109.660673297,h_1_1:bc0004
MoMacDC,healthy,Healthy 2,h_2_1,bc0609,round2_20151217,2620,0.534,Mo_6C+II-_LN,Mono1,1438.06071643,-92.5290012068,h_2_1:bc0609
MoMacDC,healthy,Healthy 2,h_2_1,bc1073,round2_20151217,2260,1.327,Mo_6C+II-_LN,Mono1,1409.07907022,-129.996553957,h_2_1:bc1073
MoMacDC,healthy,Healthy 2,h_2_3,bc0083,round3_20160313,4502,3.976,Mo_Lu,Mono2,1473.02460887,-227.818947993,h_2_3:bc0083
MoMacDC,healthy,Healthy 2,h_2_1,bc0336,round2_20151217,2639,2.198,MF_II+480lo_PC,Mono1,1432.72486202,-96.4243397514,h_2_1:bc0336
MoMacDC,healthy,Healthy 1,h_1_1,bc0246,round1_20151128,4799,2.771,MF_II+480lo_PC,Mono1,1424.07323819,-122.561061548,h_1_1:bc0246
MoMacDC,healthy,Healthy 1,h_1_2,bc0132,round3_20160313,2703,6.178,Mo_6C+II-_LN,Mono1,1377.06513827,-195.540622712,h_1_2:bc0132
MoMacDC,healthy,Healthy 1,h_1_2,bc0099,round3_20160313,3328,4.808,MF_Lu,Mac4,1318.22279558,149.153722252,h_1_2:bc0099
MoMacDC,healthy,Healthy 1,h_1_2,bc0065,round3_20160313,3546,2.623,MF_II+480lo_PC,Mac1,1300.52621678,14.3498298937,h_1_2:bc0065
MoMacDC,healthy,Healthy 1,h_1_1,bc0382,round1_20151128,3978,2.086,Mo_6C-IIint_Bl,Mono2,1488.14416262,-274.098855141,h_1_1:bc0382
MoMacDC,healthy,Healthy 2,h_2_3,bc0793,round3_20160313,1828,3.884,Mo_6C-II-_Bl,Mono2,1527.13229861,-293.889310047,h_2_3:bc0793
MoMacDC,healthy,Healthy 2,h_2_2,bc756,round3_20160313,1029,3.207,DC_103+11b-_Lu,DC2,1040.98207447,-72.7557162221,h_2_2:bc756
MoMacDC,healthy,Healthy 2,h_2_3,bc0086,round3_20160313,5357,2.893,MF_PPAR-_Lu,Mac4,1300.41002333,163.307694033,h_2_3:bc0086
MoMacDC,healthy,Healthy 1,h_1_2,bc1072,round3_20160313,1358,3.608,Mo_6C-IIint_Bl,Mono2,1555.71362062,-301.668791041,h_1_2:bc1072
MoMacDC,healthy,Healthy 2,h_2_1,bc1583,round2_20151217,1315,1.141,MF_PPAR-_Lu,Mac4,1008.6108183,224.619123109,h_2_1:bc1583
MoMacDC,healthy,Healthy 2,h_2_2,bc184,round3_20160313,4593,2.264,MF_PPAR-_Lu,Mac4,1278.06957854,164.036772209,h_2_2:bc184
MoMacDC,healthy,Healthy 2,h_2_3,bc0016,round3_20160313,5196,4.58,MF_Lu,Mac4,1316.6135429,110.741461122,h_2_3:bc0016
MoMacDC,healthy,Healthy 1,h_1_1,bc0873,round1_20151128,2708,1.366,Mo_6C-II-_Bl,Mono2,1485.57885665,-304.741203073,h_1_1:bc0873
MoMacDC,healthy,Healthy 2,h_2_1,bc0148,round2_20151217,3501,0.628,MF_PPAR-_Lu,Mac4,1293.25594568,131.107835228,h_2_1:bc0148
MoMacDC,healthy,Healthy 2,h_2_3,bc0031,round3_20160313,5723,4.456,MF_Lu,Mac4,1293.62253804,173.179628745,h_2_3:bc0031
MoMacDC,healthy,Healthy 2,h_2_1,bc0105,round2_20151217,3581,1.201,MF_PPAR-_Lu,Mac4,1274.87506836,158.306194944,h_2_1:bc0105
MoMacDC,healthy,Healthy 2,h_2_2,bc737,round3_20160313,1592,5.214,MF_PPAR-_Lu,Mac4,1250.95749605,160.470155261,h_2_2:bc737
MoMacDC,healthy,Healthy 2,h_2_2,bc728,round3_20160313,1367,4.17,MF_II+480lo_PC,Mono1,1409.03512775,-143.482265298,h_2_2:bc728
MoMacDC,healthy,Healthy 2,h_2_2,bc364,round3_20160313,1866,3.644,Mo_Lu,Mono1,1440.33386231,-124.872835545,h_2_2:bc364
MoMacDC,healthy,Healthy 2,h_2_1,bc0091,round2_20151217,3050,1.574,MF_PPAR-_Lu,Mac4,1286.77365268,109.007331375,h_2_1:bc0091
MoMacDC,healthy,Healthy 1,h_1_1,bc0156,round1_20151128,6946,3.369,MF_II+480lo_PC,Mac1,1205.09191785,-133.156489295,h_1_1:bc0156
MoMacDC,healthy,Healthy 1,h_1_1,bc0986,round1_20151128,2864,1.781,Mo_6C-IIint_Bl,Mono2,1452.56035592,-287.401634872,h_1_1:bc0986
MoMacDC,healthy,Healthy 2,h_2_2,bc185,round3_20160313,2725,3.266,MF_Lu,Mac4,1323.77887391,122.782073093,h_2_2:bc185
MoMacDC,healthy,Healthy 2,h_2_3,bc0322,round3_20160313,2739,3.103,Mo_6C-IIint_Bl,Mono2,1506.02009918,-306.45925775,h_2_3:bc0322
MoMacDC,healthy,Healthy 2,h_2_1,bc0242,round2_20151217,2532,0.869,MF_PPAR-_Lu,Mac4,1293.41257049,117.863244351,h_2_1:bc0242
MoMacDC,healthy,Healthy 2,h_2_3,bc0976,round3_20160313,2310,4.459,Mo_6C-IIint_Bl,Mono2,1539.94282338,-289.115534364,h_2_3:bc0976
MoMacDC,healthy,Healthy 2,h_2_1,bc1174,round2_20151217,1594,1.192,Mo_6C+II-_LN,Mono3,1393.48995565,-308.719970436,h_2_1:bc1174
MoMacDC,healthy,Healthy 2,h_2_3,bc0290,round3_20160313,2562,5.972,Mo_Lu,Mono1,1468.76790531,-112.877430426,h_2_3:bc0290
MoMacDC,healthy,Healthy 1,h_1_1,bc0009,round1_20151128,11046,0.905,DC_103+11b-_Lu,DC1,1034.2920351,-63.1894582135,h_1_1:bc0009
MoMacDC,healthy,Healthy 2,h_2_2,bc262,round3_20160313,3054,5.174,MF_PPAR-_Lu,Mac4,1296.07606265,166.528193602,h_2_2:bc262
MoMacDC,healthy,Healthy 2,h_2_1,bc0828,round2_20151217,1865,0.59,MF_PPAR-_Lu,Mac4,1309.87710774,114.650212976,h_2_1:bc0828
MoMacDC,healthy,Healthy 1,h_1_1,bc1070,round1_20151128,2531,1.976,Mo_6C-II-_Bl,Mono2,1499.59422596,-305.056560361,h_1_1:bc1070
MoMacDC,healthy,Healthy 1,h_1_1,bc0064,round1_20151128,7482,2.94,Mo_Lu,Mono1,1431.36347526,-112.042965524,h_1_1:bc0064
MoMacDC,healthy,Healthy 2,h_2_3,bc0225,round3_20160313,3841,3.775,MF_PPAR-_Lu,Mac4,1286.32374854,170.03288974,h_2_3:bc0225
MoMacDC,healthy,Healthy 2,h_2_2,bc260,round3_20160313,2836,3.35,MF_PPAR-_Lu,Mac4,1276.93598162,170.196518775,h_2_2:bc260
MoMacDC,healthy,Healthy 2,h_2_1,bc0671,round2_20151217,2111,1.137,Mo_6C+II-_LN,Mono1,1354.54958559,-231.692118087,h_2_1:bc0671
MoMacDC,healthy,Healthy 2,h_2_1,bc1251,round2_20151217,1555,0.643,MF_PPAR-_Lu,Mac4,1260.66492335,152.142720008,h_2_1:bc1251
MoMacDC,healthy,Healthy 1,h_1_1,bc0078,round1_20151128,6804,1.661,Mo_6C+II-_LN,Mono1,1420.0783427,-124.233589189,h_1_1:bc0078
MoMacDC,healthy,Healthy 2,h_2_2,bc030,round3_20160313,3940,2.716,MF_II+480lo_PC,Mono1,1470.70822331,-95.657407128,h_2_2:bc030
MoMacDC,healthy,Healthy 2,h_2_2,bc626,round3_20160313,1612,3.35,Mo_Lu,Mono1,1455.28060257,-106.588261691,h_2_2:bc626
MoMacDC,healthy,Healthy 1,h_1_1,bc1724,round1_20151128,1624,3.017,MF_Lu,Mac4,1267.76933598,149.653809539,h_1_1:bc1724
MoMacDC,healthy,Healthy 2,h_2_3,bc0665,round3_20160313,2828,3.006,Mo_6C-IIint_Bl,Mono2,1538.18917057,-287.209895328,h_2_3:bc0665
MoMacDC,healthy,Healthy 2,h_2_1,bc1507,round2_20151217,1482,0.405,MF_PPAR-_Lu,Mac4,1264.2335546,115.085750248,h_2_1:bc1507
MoMacDC,healthy,Healthy 2,h_2_3,bc0045,round3_20160313,6705,5.966,Mo_Lu,Mono1,1446.05406859,-121.118342968,h_2_3:bc0045
MoMacDC,healthy,Healthy 2,h_2_3,bc0359,round3_20160313,2703,4.329,Mo_Lu,Mono2,1474.35715493,-212.070738368,h_2_3:bc0359
MoMacDC,healthy,Healthy 1,h_1_2,bc0166,round3_20160313,3037,4.939,MF_II+480lo_PC,Mono1,1440.00632951,-129.528180881,h_1_2:bc0166
MoMacDC,healthy,Healthy 2,h_2_2,bc018,round3_20160313,6920,3.728,MF_PPAR-_Lu,Mac4,1276.58116649,168.381130437,h_2_2:bc018
MoMacDC,healthy,Healthy 1,h_1_2,bc0093,round3_20160313,3691,6.638,Mo_6C-IIint_Bl,Mono2,1481.3178913,-253.704605258,h_1_2:bc0093
MoMacDC,healthy,Healthy 2,h_2_1,bc0049,round2_20151217,3683,1.059,Mo_6C+II-_LN,MonoDC,1176.40167734,-31.5724955733,h_2_1:bc0049
MoMacDC,healthy,Healthy 2,h_2_3,bc0397,round3_20160313,2409,4.234,MF_PPAR-_Lu,Mac4,1285.96100667,154.117339253,h_2_3:bc0397
MoMacDC,healthy,Healthy 1,h_1_1,bc0240,round1_20151128,5626,2.915,Mo_6C-IIint_Bl,Mono2,1490.63175716,-290.222999782,h_1_1:bc0240
MoMacDC,healthy,Healthy 2,h_2_1,bc0550,round2_20151217,2139,0.935,MF_PPAR-_Lu,Mac4,1260.84456806,177.343299887,h_2_1:bc0550
MoMacDC,healthy,Healthy 1,h_1_1,bc0042,round1_20151128,9133,2.726,MF_PPAR-_Lu,Mac4,1290.49768571,131.232688255,h_1_1:bc0042
MoMacDC,healthy,Healthy 2,h_2_3,bc1255,round3_20160313,1354,4.21,MF_II+480lo_PC,Mono1,1451.42259311,-110.741376355,h_2_3:bc1255
MoMacDC,healthy,Healthy 2,h_2_1,bc1300,round2_20151217,1379,1.233,MF_PPAR-_Lu,Mac4,1253.77400425,110.02763552,h_2_1:bc1300
MoMacDC,healthy,Healthy 1,h_1_2,bc1125,round3_20160313,1099,5.641,Mo_6C-IIint_Bl,Mono2,1460.02097095,-240.53272681,h_1_2:bc1125
MoMacDC,healthy,Healthy 2,h_2_1,bc0287,round2_20151217,2537,0.552,MF_II+480lo_PC,Mono1,1445.30155718,-85.0523679141,h_2_1:bc0287
MoMacDC,healthy,Healthy 1,h_1_1,bc0174,round1_20151128,5554,1.404,Mo_6C-II-_Bl,Mono2,1504.49597596,-303.322471444,h_1_1:bc0174
MoMacDC,healthy,Healthy 2,h_2_3,bc0803,round3_20160313,2581,3.913,Mo_6C-IIint_Bl,Mono2,1556.39546889,-295.968235055,h_2_3:bc0803
MoMacDC,healthy,Healthy 2,h_2_1,bc0005,round2_20151217,4594,2.286,MF_PPAR-_Lu,Mac4,1314.13051899,80.523149838,h_2_1:bc0005
MoMacDC,healthy,Healthy 2,h_2_2,bc056,round3_20160313,3148,2.097,Mo_6C+II-_LN,Mono3,1432.54794857,-315.477401655,h_2_2:bc056
MoMacDC,healthy,Healthy 2,h_2_1,bc0902,round2_20151217,2045,1.467,Mo_6C+II-_LN,Mono1,1413.40771045,-117.302246353,h_2_1:bc0902
MoMacDC,healthy,Healthy 1,h_1_1,bc0024,round1_20151128,10244,4.002,MF_II+480lo_PC,Mono1,1408.8002019,-124.338660153,h_1_1:bc0024
MoMacDC,healthy,Healthy 2,h_2_2,bc094,round3_20160313,3422,1.49,MF_Lu,Mac4,1283.89457354,170.280995953,h_2_2:bc094
MoMacDC,healthy,Healthy 2,h_2_3,bc0106,round3_20160313,3404,6.169,MF_PPAR-_Lu,Mac4,1308.78441182,136.138507685,h_2_3:bc0106
MoMacDC,healthy,Healthy 2,h_2_2,bc034,round3_20160313,4945,3.539,MF_Lu,Mac4,1318.45389146,153.226776779,h_2_2:bc034
MoMacDC,healthy,Healthy 2,h_2_1,bc0982,round2_20151217,1847,0.866,Mo_6C+II-_LN,Mono1,1409.79284923,-117.047771937,h_2_1:bc0982
MoMacDC,healthy,Healthy 1,h_1_2,bc1284,round3_20160313,1262,2.932,Mo_6C-IIint_Bl,Mono2,1558.49778323,-303.522847113,h_1_2:bc1284
MoMacDC,healthy,Healthy 2,h_2_3,bc0025,round3_20160313,4849,2.743,MF_Lu,Mac4,1313.37874617,146.307322384,h_2_3:bc0025
MoMacDC,healthy,Healthy 1,h_1_2,bc0201,round3_20160313,2944,3.974,MF_Lu,Mac4,1272.04157492,163.073131849,h_1_2:bc0201
MoMacDC,healthy,Healthy 2,h_2_3,bc0379,round3_20160313,3006,2.362,MF_Lu,Mac4,1300.16578489,153.955872878,h_2_3:bc0379
MoMacDC,healthy,Healthy 2,h_2_2,bc012,round3_20160313,7296,5.578,MF_PPAR-_Lu,Mac4,1256.6731246,160.08357468,h_2_2:bc012
MoMacDC,healthy,Healthy 2,h_2_2,bc091,round3_20160313,2897,7.974,MF_PPAR-_Lu,Mac4,1305.98750265,167.682087584,h_2_2:bc091
MoMacDC,healthy,Healthy 2,h_2_3,bc0048,round3_20160313,3883,3.116,Mo_6C+II-_LN,Mono2,1483.25956707,-259.063733058,h_2_3:bc0048
MoMacDC,healthy,Healthy 2,h_2_3,bc0104,round3_20160313,3354,3.19,Mo_Lu,Mono1,1406.28390002,-183.083277166,h_2_3:bc0104
MoMacDC,healthy,Healthy 2,h_2_3,bc0157,round3_20160313,3549,2.198,MF_Lu,Mac4,1301.8402932,150.537755328,h_2_3:bc0157
MoMacDC,healthy,Healthy 2,h_2_1,bc1244,round2_20151217,1275,0.941,Mo_6C-IIint_Bl,Mono2,1495.56730643,-281.238797072,h_2_1:bc1244
MoMacDC,healthy,Healthy 2,h_2_3,bc0068,round3_20160313,3872,2.066,MF_II+480lo_PC,Mono1,1448.83645318,-109.77571909,h_2_3:bc0068
MoMacDC,healthy,Healthy 1,h_1_1,bc0049,round1_20151128,7183,2.13,Mo_6C+II-_LN,Mono3,1379.12593701,-197.413317713,h_1_1:bc0049
MoMacDC,healthy,Healthy 1,h_1_2,bc0478,round3_20160313,2157,4.404,Mo_Lu,Mono1,1439.83795047,-173.745079153,h_1_2:bc0478
MoMacDC,healthy,Healthy 1,h_1_1,bc0109,round1_20151128,6321,1.455,Mo_Lu,Mono1,1436.74539845,-177.127298953,h_1_1:bc0109
MoMacDC,healthy,Healthy 2,h_2_1,bc0325,round2_20151217,3356,0.179,MF_PPAR-_Lu,Mac4,1254.00420338,159.337388776,h_2_1:bc0325
MoMacDC,healthy,Healthy 2,h_2_1,bc0880,round2_20151217,2000,1.4,Mo_6C+II-_LN,Mono2,1535.16931596,-295.490185439,h_2_1:bc0880
MoMacDC,healthy,Healthy 1,h_1_2,bc0087,round3_20160313,4439,5.925,Mo_Lu,Mono1,1459.14249694,-125.116331263,h_1_2:bc0087
MoMacDC,healthy,Healthy 2,h_2_1,bc1612,round2_20151217,1023,0.782,Mo_6C+II-_LN,Mono1,1417.07744481,-117.024910669,h_2_1:bc1612
MoMacDC,healthy,Healthy 2,h_2_3,bc0065,round3_20160313,3557,2.586,Mo_6C-II+_Bl,MonoDC,1200.61066494,-54.1744200855,h_2_3:bc0065
MoMacDC,healthy,Healthy 2,h_2_1,bc0665,round2_20151217,1969,1.727,MF_Lu,Mac4,1288.29828704,154.791664771,h_2_1:bc0665
MoMacDC,healthy,Healthy 2,h_2_3,bc0612,round3_20160313,2322,2.196,MF_PPAR-_Lu,Mac4,1288.46787396,97.1870063348,h_2_3:bc0612
MoMacDC,healthy,Healthy 1,h_1_1,bc0264,round1_20151128,5270,1.689,MF_II+480lo_PC,Mono1,1433.16543549,-127.413807761,h_1_1:bc0264
MoMacDC,healthy,Healthy 1,h_1_1,bc0020,round1_20151128,8615,2.345,MF_PPAR-_Lu,Mac4,1293.98234244,98.6842007842,h_1_1:bc0020
MoMacDC,healthy,Healthy 2,h_2_1,bc0225,round2_20151217,3404,0.558,GN_Arth_SynF,Mono3,1387.50802521,-302.013654622,h_2_1:bc0225
MoMacDC,healthy,Healthy 2,h_2_1,bc1148,round2_20151217,1808,0.277,MF_PPAR-_Lu,Mac4,1269.81863873,172.434541455,h_2_1:bc1148
MoMacDC,healthy,Healthy 2,h_2_1,bc0815,round2_20151217,2020,2.723,Mo_6C-II-_Bl,Mono2,1514.08360352,-290.10319721,h_2_1:bc0815
MoMacDC,healthy,Healthy 2,h_2_3,bc0488,round3_20160313,2377,4.333,Mo_Lu,Mono1,1458.11338326,-118.398076203,h_2_3:bc0488
MoMacDC,healthy,Healthy 2,h_2_3,bc0006,round3_20160313,6584,4.07,MF_Lu,Mac4,1322.29852792,113.744681137,h_2_3:bc0006
MoMacDC,healthy,Healthy 2,h_2_2,bc010,round3_20160313,7006,4.625,MF_PPAR-_Lu,Mac4,1305.46301287,149.335170233,h_2_2:bc010
MoMacDC,healthy,Healthy 1,h_1_2,bc1086,round3_20160313,1362,5.286,Mo_6C-IIint_Bl,Mono2,1520.18188844,-288.76564352,h_1_2:bc1086
MoMacDC,healthy,Healthy 1,h_1_2,bc0568,round3_20160313,1661,1.686,Mo_6C+II-_LN,Mono2,1497.00262174,-256.741091493,h_1_2:bc0568
MoMacDC,healthy,Healthy 2,h_2_1,bc0011,round2_20151217,4258,3.452,Mo_6C+II-_LN,Mono1,1396.75966753,-142.541423032,h_2_1:bc0011
MoMacDC,healthy,Healthy 2,h_2_3,bc0122,round3_20160313,4203,4.925,DC_103-11b+24+_Lu,DC2,1039.81328734,-69.9385786234,h_2_3:bc0122
MoMacDC,healthy,Healthy 2,h_2_2,bc699,round3_20160313,1818,4.345,MF_II+480lo_PC,Mono1,1476.27265531,-102.795700093,h_2_2:bc699
MoMacDC,healthy,Healthy 1,h_1_1,bc0317,round1_20151128,4450,1.685,Mo_6C-II-_Bl,Mono2,1517.92088889,-304.805834883,h_1_1:bc0317
MoMacDC,healthy,Healthy 2,h_2_3,bc0046,round3_20160313,5258,5.744,DC_103-11b+24+_Lu,MonoDC,1190.89677854,-44.2478929551,h_2_3:bc0046
MoMacDC,healthy,Healthy 2,h_2_2,bc111,round3_20160313,3898,4.156,Mo_6C-II-_Bl,Mono2,1507.96532045,-279.738195208,h_2_2:bc111
MoMacDC,healthy,Healthy 2,h_2_1,bc0989,round2_20151217,1874,1.121,MF_PPAR-_Lu,Mac4,1271.70232187,105.229154129,h_2_1:bc0989
MoMacDC,healthy,Healthy 2,h_2_2,bc255,round3_20160313,2832,5.579,Mo_Lu,Mono1,1408.10423785,-106.55587686,h_2_2:bc255
MoMacDC,healthy,Healthy 2,h_2_2,bc420,round3_20160313,2283,3.548,MF_PPAR-_Lu,Mac4,1324.44031112,151.980465953,h_2_2:bc420
MoMacDC,healthy,Healthy 2,h_2_1,bc1494,round2_20151217,1143,1.225,Mo_6C+II-_LN,Mono1,1418.99463751,-282.544650552,h_2_1:bc1494
MoMacDC,healthy,Healthy 1,h_1_1,bc0006,round1_20151128,10553,1.516,Mo_Lu,Mono3,1314.3820613,-269.127558225,h_1_1:bc0006
MoMacDC,healthy,Healthy 1,h_1_2,bc0162,round3_20160313,3057,4.024,MF_II+480lo_PC,Mono1,1453.83844676,-88.4698779637,h_1_2:bc0162
MoMacDC,healthy,Healthy 2,h_2_2,bc489,round3_20160313,3019,3.213,MF_PPAR-_Lu,Mac4,1244.32717568,162.669994554,h_2_2:bc489
MoMacDC,healthy,Healthy 2,h_2_3,bc0246,round3_20160313,3476,5.437,Mo_6C-IIint_Bl,Mono2,1524.91656241,-280.084003036,h_2_3:bc0246
MoMacDC,healthy,Healthy 2,h_2_3,bc0827,round3_20160313,1871,5.933,Mo_6C-IIint_Bl,Mono2,1554.69528749,-305.612584432,h_2_3:bc0827
MoMacDC,healthy,Healthy 2,h_2_2,bc002,round3_20160313,8242,1.978,Mo_Lu,Mono1,1449.59289573,-179.010140401,h_2_2:bc002
MoMacDC,healthy,Healthy 2,h_2_1,bc0905,round2_20151217,2217,1.985,Mo_6C+II-_LN,Mono2,1441.11706726,-295.362016701,h_2_1:bc0905
MoMacDC,healthy,Healthy 2,h_2_3,bc0293,round3_20160313,2579,2.908,MF_PPAR-_Lu,Mac4,1284.49036762,168.605375875,h_2_3:bc0293
MoMacDC,healthy,Healthy 2,h_2_3,bc0238,round3_20160313,3777,5.878,DC_103+11b-_Lu,MonoDC,1143.36672136,-31.4894757538,h_2_3:bc0238
MoMacDC,healthy,Healthy 2,h_2_3,bc0023,round3_20160313,4342,4.215,MF_Lu,Mac4,1313.01334525,149.228417914,h_2_3:bc0023
MoMacDC,healthy,Healthy 2,h_2_1,bc0133,round2_20151217,3336,0.869,MF_PPAR-_Lu,Mac4,1301.72228738,112.628610835,h_2_1:bc0133
MoMacDC,healthy,Healthy 2,h_2_2,bc177,round3_20160313,2233,2.418,Mo_6C-II-_Bl,Mono2,1546.51734043,-291.264744874,h_2_2:bc177
MoMacDC,healthy,Healthy 2,h_2_1,bc0673,round2_20151217,2199,1.774,MF_PPAR-_Lu,Mac4,1277.10239915,157.664678227,h_2_1:bc0673
MoMacDC,healthy,Healthy 2,h_2_2,bc074,round3_20160313,3942,2.892,MF_II+480lo_PC,Mono1,1454.75271405,-101.768939323,h_2_2:bc074
MoMacDC,healthy,Healthy 1,h_1_1,bc0071,round1_20151128,6765,2.676,Mo_6C-IIint_Bl,Mono3,1415.99035211,-311.14749927,h_1_1:bc0071
MoMacDC,healthy,Healthy 1,h_1_2,bc0542,round3_20160313,1917,4.173,Mo_6C+II-_LN,Mono1,1412.56499879,-161.780283948,h_1_2:bc0542
MoMacDC,healthy,Healthy 1,h_1_2,bc0874,round3_20160313,1833,5.019,Mo_6C-IIint_Bl,Mono2,1512.10750249,-284.191128577,h_1_2:bc0874
MoMacDC,healthy,Healthy 2,h_2_2,bc036,round3_20160313,6037,4.307,Mo_6C+II-_LN,Mono1,1432.60144251,-193.418882171,h_2_2:bc036
MoMacDC,healthy,Healthy 2,h_2_1,bc0398,round2_20151217,2598,1.155,MF_PPAR-_Lu,Mac4,1250.66234258,123.116233165,h_2_1:bc0398
MoMacDC,healthy,Healthy 1,h_1_2,bc0100,round3_20160313,2986,3.717,Mo_6C-IIint_Bl,Mono2,1496.21371843,-275.461645803,h_1_2:bc0100
MoMacDC,healthy,Healthy 1,h_1_2,bc0028,round3_20160313,4859,6.647,Mo_Lu,Mono1,1458.48085406,-110.681602609,h_1_2:bc0028
MoMacDC,healthy,Healthy 2,h_2_3,bc0080,round3_20160313,5603,2.998,MF_Lu,Mac4,1287.69944858,169.033968403,h_2_3:bc0080
MoMacDC,healthy,Healthy 2,h_2_1,bc0867,round2_20151217,1680,1.071,MF_II+480lo_PC,Mono1,1398.33901846,-156.750213956,h_2_1:bc0867
MoMacDC,healthy,Healthy 2,h_2_3,bc0524,round3_20160313,2318,3.02,Mo_6C+II-_LN,Mono3,1410.40653033,-112.052721978,h_2_3:bc0524
MoMacDC,healthy,Healthy 2,h_2_1,bc0057,round2_20151217,3537,1.781,MF_PPAR-_Lu,Mac4,1290.06798125,151.476706453,h_2_1:bc0057
MoMacDC,healthy,Healthy 2,h_2_2,bc522,round3_20160313,1681,3.867,Mo_6C-II-_Bl,Mono2,1557.56987298,-310.67852049,h_2_2:bc522
MoMacDC,healthy,Healthy 2,h_2_1,bc0079,round2_20151217,3514,0.768,MF_PPAR-_Lu,Mac4,1268.95796115,176.480366479,h_2_1:bc0079
MoMacDC,healthy,Healthy 1,h_1_2,bc0207,round3_20160313,2687,3.536,Mo_6C-II-_Bl,Mono2,1521.74534561,-301.926217863,h_1_2:bc0207
MoMacDC,healthy,Healthy 2,h_2_2,bc234,round3_20160313,2430,7.654,MF_II+480lo_PC,Mono1,1419.97997912,-102.92431034,h_2_2:bc234
MoMacDC,healthy,Healthy 2,h_2_1,bc1059,round2_20151217,1672,0.359,Mo_6C+II-_LN,Mono2,1475.68682859,-301.02119611,h_2_1:bc1059
MoMacDC,healthy,Healthy 1,h_1_2,bc0029,round3_20160313,4150,7.181,DC_103-11b+24+_Lu,DC2,947.392031628,-51.1436442665,h_1_2:bc0029
MoMacDC,healthy,Healthy 2,h_2_1,bc0310,round2_20151217,2405,0.249,Mo_6C+II-_LN,Mono3,1392.9342906,-310.037793092,h_2_1:bc0310
MoMacDC,healthy,Healthy 1,h_1_2,bc0202,round3_20160313,3277,1.922,Mo_6C-IIint_Bl,Mono3,1492.9109047,-306.455403886,h_1_2:bc0202
MoMacDC,healthy,Healthy 2,h_2_1,bc0038,round2_20151217,5281,1.894,Mo_6C+II-_LN,Mono1,1414.20889386,-182.612320083,h_2_1:bc0038
MoMacDC,healthy,Healthy 1,h_1_1,bc0018,round1_20151128,8989,1.124,Mo_Lu,Mono1,1448.3775555,-147.355031968,h_1_1:bc0018
MoMacDC,healthy,Healthy 1,h_1_1,bc0312,round1_20151128,4897,4.166,MF_II+480lo_PC,Mono1,1417.90022661,-105.254815485,h_1_1:bc0312
MoMacDC,healthy,Healthy 1,h_1_2,bc1260,round3_20160313,1059,2.266,GN_Arth_SynF,Mono3,1411.21678049,-327.251147274,h_1_2:bc1260
MoMacDC,healthy,Healthy 1,h_1_1,bc0491,round1_20151128,4806,3.496,Mo_6C+II-_LN,Mono2,1490.20098834,-292.590447889,h_1_1:bc0491
MoMacDC,healthy,Healthy 2,h_2_1,bc0740,round2_20151217,2371,0.717,MF_PPAR-_Lu,Mac4,1206.52130899,129.429341354,h_2_1:bc0740
MoMacDC,healthy,Healthy 2,h_2_2,bc572,round3_20160313,1934,2.637,Mo_Lu,Mono2,1470.53793089,-275.570401821,h_2_2:bc572
MoMacDC,healthy,Healthy 2,h_2_1,bc0491,round2_20151217,2147,0.279,Mo_6C+II-_LN,Mono3,1359.880233,-296.772168167,h_2_1:bc0491
MoMacDC,healthy,Healthy 2,h_2_2,bc070,round3_20160313,5146,3.673,MF_Lu,Mac4,1301.34370165,170.829518306,h_2_2:bc070
MoMacDC,healthy,Healthy 2,h_2_3,bc0135,round3_20160313,3377,4.59,Mo_6C-II+_Bl,MonoDC,1191.92502489,-50.4673577301,h_2_3:bc0135
MoMacDC,healthy,Healthy 1,h_1_2,bc0183,round3_20160313,2601,4.191,MF_PPAR-_Lu,Mac4,1309.34893113,150.492325048,h_1_2:bc0183
MoMacDC,healthy,Healthy 2,h_2_1,bc0286,round2_20151217,3718,1.076,MF_PPAR-_Lu,Mac4,1287.98728265,91.4253626728,h_2_1:bc0286
MoMacDC,healthy,Healthy 2,h_2_3,bc0258,round3_20160313,2919,3.22,MF_PPAR-_Lu,Mac4,1287.72164915,136.428423576,h_2_3:bc0258
MoMacDC,healthy,Healthy 1,h_1_2,bc0683,round3_20160313,2227,7.678,Mo_6C-II-_Bl,Mono2,1529.58829474,-300.503297872,h_1_2:bc0683
MoMacDC,healthy,Healthy 2,h_2_1,bc0724,round2_20151217,2440,2.254,Mo_6C-II-_Bl,Mono2,1561.96901415,-309.678358541,h_2_1:bc0724
MoMacDC,healthy,Healthy 2,h_2_3,bc0150,round3_20160313,2965,3.946,Mo_6C+II-_LN,Mono1,1442.73974867,-155.709173223,h_2_3:bc0150
MoMacDC,healthy,Healthy 2,h_2_1,bc0014,round2_20151217,4251,1.952,Mo_6C+II-_LN,Mono1,1366.52232728,-213.733938811,h_2_1:bc0014
MoMacDC,healthy,Healthy 1,h_1_1,bc0069,round1_20151128,6896,2.741,DC_pDC_8-_Sp,MonoDC,1199.59539728,-16.9701903466,h_1_1:bc0069
MoMacDC,healthy,Healthy 2,h_2_1,bc0952,round2_20151217,1818,0.55,Mo_6C-IIint_Bl,Mono2,1500.98910805,-310.052747421,h_2_1:bc0952
